#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AKT1	CDH1	9606.ENSP00000451828	9606.ENSP00000261769	0	0	0	0	0	0.165	0	0.889	0.903
AKT1	PDGFRB	9606.ENSP00000451828	9606.ENSP00000261799	0	0	0	0.559	0.074	0.074	0	0.410	0.450
AKT1	KMT2C	9606.ENSP00000451828	9606.ENSP00000262189	0	0	0	0	0.044	0.045	0	0.399	0.403
AKT1	CREBBP	9606.ENSP00000451828	9606.ENSP00000262367	0	0	0	0	0.080	0.513	0	0.700	0.854
AKT1	PIK3R3	9606.ENSP00000451828	9606.ENSP00000262741	0	0	0	0	0.051	0.093	0.900	0.610	0.962
AKT1	GAB1	9606.ENSP00000451828	9606.ENSP00000262995	0	0	0	0	0	0.210	0	0.517	0.603
AKT1	MAPK3	9606.ENSP00000451828	9606.ENSP00000263025	0	0	0	0.587	0.266	0.110	0.900	0.432	0.957
AKT1	EP300	9606.ENSP00000451828	9606.ENSP00000263253	0	0	0	0	0.066	0.821	0	0.749	0.954
AKT1	EPAS1	9606.ENSP00000451828	9606.ENSP00000263734	0	0	0	0	0.061	0.114	0	0.647	0.681
AKT1	KDR	9606.ENSP00000451828	9606.ENSP00000263923	0	0	0	0.560	0.056	0.074	0	0.701	0.715
AKT1	PIK3CA	9606.ENSP00000451828	9606.ENSP00000263967	0	0	0	0	0.060	0.738	0.900	0.951	0.998
AKT1	STAT3	9606.ENSP00000451828	9606.ENSP00000264657	0	0	0	0	0.118	0.096	0.500	0.925	0.966
AKT1	DNMT3A	9606.ENSP00000451828	9606.ENSP00000264709	0	0	0	0	0.049	0.058	0	0.506	0.518
AKT1	EGF	9606.ENSP00000451828	9606.ENSP00000265171	0	0	0	0	0	0	0	0.933	0.933
AKT1	ERBB3	9606.ENSP00000451828	9606.ENSP00000267101	0	0	0	0	0	0.328	0	0.791	0.854
AKT1	TP53	9606.ENSP00000451828	9606.ENSP00000269305	0	0	0	0	0.049	0.184	0.900	0.934	0.994
AKT1	ERBB2	9606.ENSP00000451828	9606.ENSP00000269571	0	0	0	0.561	0.060	0.222	0	0.436	0.552
AKT1	EGFR	9606.ENSP00000451828	9606.ENSP00000275493	0	0	0	0.559	0.042	0.640	0	0.445	0.792
AKT1	ATM	9606.ENSP00000451828	9606.ENSP00000278616	0	0	0	0	0.042	0	0	0.742	0.742
AKT1	MYCN	9606.ENSP00000451828	9606.ENSP00000281043	0	0	0	0	0	0.060	0	0.794	0.798
AKT1	GNAQ	9606.ENSP00000451828	9606.ENSP00000286548	0	0	0	0	0.081	0	0	0.766	0.775
AKT1	FANCD2	9606.ENSP00000451828	9606.ENSP00000287647	0	0	0	0	0.042	0.292	0	0.308	0.490
AKT1	KIT	9606.ENSP00000451828	9606.ENSP00000288135	0	0	0	0	0.079	0.074	0	0.804	0.818
AKT1	BAX	9606.ENSP00000451828	9606.ENSP00000293288	0	0	0	0	0.160	0.292	0	0.631	0.761
AKT1	STAT5B	9606.ENSP00000451828	9606.ENSP00000293328	0	0	0	0	0.165	0.096	0	0.768	0.810
AKT1	FGF19	9606.ENSP00000451828	9606.ENSP00000294312	0	0	0	0	0	0	0	0.450	0.450
AKT1	NPM1	9606.ENSP00000451828	9606.ENSP00000296930	0	0	0	0	0.042	0.292	0	0.724	0.796
AKT1	RUNX1	9606.ENSP00000451828	9606.ENSP00000300305	0	0	0	0	0.087	0	0	0.526	0.549
AKT1	KMT2D	9606.ENSP00000451828	9606.ENSP00000301067	0	0	0	0	0.059	0.294	0	0.368	0.544
AKT1	IRS1	9606.ENSP00000451828	9606.ENSP00000304895	0	0	0	0	0.049	0.539	0	0.941	0.972
AKT1	KIF5B	9606.ENSP00000451828	9606.ENSP00000307078	0	0	0	0	0.066	0.094	0	0.368	0.419
AKT1	TERT	9606.ENSP00000451828	9606.ENSP00000309572	0	0	0	0	0.050	0.612	0	0.758	0.903
AKT1	CD34	9606.ENSP00000451828	9606.ENSP00000310036	0	0	0	0	0	0	0	0.661	0.661
AKT1	EZH2	9606.ENSP00000451828	9606.ENSP00000320147	0	0	0	0	0.062	0.318	0	0.809	0.867
AKT1	ARID1A	9606.ENSP00000451828	9606.ENSP00000320485	0	0	0	0	0.074	0.056	0	0.570	0.591
AKT1	EML4	9606.ENSP00000451828	9606.ENSP00000320663	0	0	0	0	0.079	0.067	0	0.572	0.601
AKT1	SOX2	9606.ENSP00000451828	9606.ENSP00000323588	0	0	0	0	0	0.516	0	0.668	0.833
AKT1	CREB3L2	9606.ENSP00000451828	9606.ENSP00000329140	0	0	0	0	0.049	0	0.650	0.172	0.700
AKT1	PDGFB	9606.ENSP00000451828	9606.ENSP00000330382	0	0	0	0	0.042	0	0	0.782	0.782
AKT1	IDH2	9606.ENSP00000451828	9606.ENSP00000331897	0	0	0	0	0.062	0	0	0.586	0.595
AKT1	GRIN2A	9606.ENSP00000451828	9606.ENSP00000332549	0	0	0	0	0	0.077	0	0.646	0.659
AKT1	SMARCB1	9606.ENSP00000451828	9606.ENSP00000340883	0	0	0	0	0.083	0.295	0	0.447	0.611
AKT1	SMAD4	9606.ENSP00000451828	9606.ENSP00000341551	0	0	0	0	0.085	0.636	0	0.763	0.914
AKT1	ERBB4	9606.ENSP00000451828	9606.ENSP00000342235	0	0	0	0.564	0	0.091	0	0.560	0.583
AKT1	ATR	9606.ENSP00000451828	9606.ENSP00000343741	0	0	0	0	0.044	0.075	0	0.400	0.423
AKT1	SMARCA4	9606.ENSP00000451828	9606.ENSP00000343896	0	0	0	0	0.106	0.078	0	0.439	0.497
AKT1	NF2	9606.ENSP00000451828	9606.ENSP00000344666	0	0	0	0	0.070	0.610	0	0.600	0.842
AKT1	CRKL	9606.ENSP00000451828	9606.ENSP00000346300	0	0	0	0	0.057	0.050	0	0.522	0.535
AKT1	PDGFA	9606.ENSP00000451828	9606.ENSP00000346508	0	0	0	0	0	0.050	0	0.448	0.453
AKT1	RET	9606.ENSP00000451828	9606.ENSP00000347942	0	0	0	0.580	0.056	0.074	0	0.384	0.415
AKT1	NF1	9606.ENSP00000451828	9606.ENSP00000351015	0	0	0	0	0.042	0.347	0	0.710	0.803
AKT1	TGFBR2	9606.ENSP00000451828	9606.ENSP00000351905	0	0	0	0.562	0.114	0	0	0.534	0.570
AKT1	MTOR	9606.ENSP00000451828	9606.ENSP00000354558	0	0	0	0	0.060	0.925	0.900	0.954	0.999
AKT1	PARP1	9606.ENSP00000451828	9606.ENSP00000355759	0	0	0	0	0.049	0	0	0.824	0.825
AKT1	PRDM1	9606.ENSP00000451828	9606.ENSP00000358092	0	0.001	0	0	0.074	0.045	0	0.397	0.420
AKT1	NRAS	9606.ENSP00000451828	9606.ENSP00000358548	0	0	0	0	0.099	0.164	0	0.774	0.815
AKT1	PTEN	9606.ENSP00000451828	9606.ENSP00000361021	0	0	0	0	0	0.648	0	0.967	0.988
AKT1	ATRX	9606.ENSP00000451828	9606.ENSP00000362441	0	0	0	0	0.049	0.305	0	0.411	0.577
AKT1	HDAC1	9606.ENSP00000451828	9606.ENSP00000362649	0	0	0	0	0.067	0.068	0	0.745	0.758
AKT1	SRC	9606.ENSP00000451828	9606.ENSP00000362680	0	0	0.171	0.566	0.088	0.601	0.500	0.977	0.995
AKT1	AR	9606.ENSP00000451828	9606.ENSP00000363822	0	0	0	0	0.055	0.636	0	0.721	0.895
AKT1	ASXL1	9606.ENSP00000451828	9606.ENSP00000364839	0	0	0	0	0.062	0.539	0	0.292	0.667
AKT1	PIK3CD	9606.ENSP00000451828	9606.ENSP00000366563	0	0	0	0	0.042	0.098	0.900	0.757	0.976
AKT1	WT1	9606.ENSP00000451828	9606.ENSP00000368370	0	0	0	0	0	0.071	0	0.645	0.656
AKT1	GATA3	9606.ENSP00000451828	9606.ENSP00000368632	0	0	0	0	0	0.093	0	0.519	0.545
AKT1	BRCA2	9606.ENSP00000451828	9606.ENSP00000369497	0	0	0	0	0.057	0	0	0.598	0.605
AKT1	CD274	9606.ENSP00000451828	9606.ENSP00000370989	0	0	0	0	0	0	0	0.720	0.720
AKT1	JAK2	9606.ENSP00000451828	9606.ENSP00000371067	0	0	0	0.570	0.062	0	0	0.726	0.732
AKT1	GRB2	9606.ENSP00000451828	9606.ENSP00000376345	0	0	0	0	0.049	0.100	0	0.900	0.907
AKT1	IGF1	9606.ENSP00000451828	9606.ENSP00000376637	0	0	0	0	0	0.063	0	0.934	0.935
AKT1	USP8	9606.ENSP00000451828	9606.ENSP00000379721	0	0	0	0	0.050	0.292	0.400	0.299	0.679
AKT1	SOS 1	9606.ENSP00000451828	9606.ENSP00000384675	0	0	0	0	0.080	0.084	0	0.744	0.765
AKT1	IDH1	9606.ENSP00000451828	9606.ENSP00000390265	0	0	0	0	0.042	0	0	0.618	0.619
AKT1	FGFR1	9606.ENSP00000451828	9606.ENSP00000393312	0	0	0	0.570	0.050	0.316	0	0.365	0.552
AKT1	EWSR1	9606.ENSP00000451828	9606.ENSP00000400142	0	0	0	0	0.049	0	0	0.608	0.611
AKT1	SHC1	9606.ENSP00000451828	9606.ENSP00000401303	0	0	0	0	0.060	0.073	0	0.758	0.771
AKT1	ESR1	9606.ENSP00000451828	9606.ENSP00000405330	0	0	0	0	0.055	0.314	0	0.877	0.913
AKT1	HRAS	9606.ENSP00000451828	9606.ENSP00000407586	0	0	0	0	0.103	0.110	0	0.880	0.896
AKT1	PTPRC	9606.ENSP00000451828	9606.ENSP00000411355	0	0	0	0	0.074	0.097	0	0.644	0.676
AKT1	CBFB	9606.ENSP00000451828	9606.ENSP00000415151	0	0	0	0	0.055	0	0.400	0.195	0.503
AKT1	CDKN2A	9606.ENSP00000451828	9606.ENSP00000418915	0	0	0	0	0.042	0.229	0	0.834	0.866
AKT1	BRCA1	9606.ENSP00000451828	9606.ENSP00000418960	0	0	0	0	0	0.735	0.900	0.786	0.993
AKT1	BRAF	9606.ENSP00000451828	9606.ENSP00000419060	0	0	0.131	0.586	0	0.631	0	0.376	0.783
AKT1	PIK3R1	9606.ENSP00000451828	9606.ENSP00000428056	0	0	0	0	0.058	0.558	0.900	0.913	0.995
AKT1	ANGPT1	9606.ENSP00000451828	9606.ENSP00000428340	0	0	0	0	0	0	0	0.729	0.729
AKT1	HDAC2	9606.ENSP00000451828	9606.ENSP00000430432	0	0	0	0	0.049	0.068	0	0.541	0.558
AKT1	NTRK1	9606.ENSP00000451828	9606.ENSP00000431418	0	0	0	0.562	0.045	0.166	0	0.549	0.609
AKT1	H2AX	9606.ENSP00000451828	9606.ENSP00000434024	0	0	0	0	0.067	0.050	0	0.528	0.545
AKT1	TET2	9606.ENSP00000451828	9606.ENSP00000442788	0	0	0	0	0	0	0	0.412	0.412
AKT1	FRS2	9606.ENSP00000451828	9606.ENSP00000447241	0	0	0	0	0.049	0.052	0	0.573	0.581
AKT1	NTF4	9606.ENSP00000451828	9606.ENSP00000469455	0	0	0	0	0	0	0	0.435	0.435
AKT1	IGF1R	9606.ENSP00000451828	9606.ENSP00000497069	0	0	0	0.559	0.062	0.294	0	0.470	0.619
AKT1	FBXW7	9606.ENSP00000451828	9606.ENSP00000474725	0	0	0	0	0	0.152	0	0.629	0.672
AKT1	CREB3L1	9606.ENSP00000451828	9606.ENSP00000481956	0	0	0	0	0.056	0	0.650	0.181	0.706
AKT1	PTPN11	9606.ENSP00000451828	9606.ENSP00000489597	0	0	0	0	0.081	0.152	0	0.718	0.762
AKT1	PLCG2	9606.ENSP00000451828	9606.ENSP00000482457	0	0	0	0	0.047	0	0	0.770	0.771
AKT1	NOTCH1	9606.ENSP00000451828	9606.ENSP00000498587	0	0	0	0	0.139	0.505	0	0.757	0.887
AKT1	MYC	9606.ENSP00000451828	9606.ENSP00000478887	0	0	0	0	0	0.169	0	0.918	0.928
AKT1	CTNNB1	9606.ENSP00000451828	9606.ENSP00000495360	0	0	0	0	0.074	0.539	0.400	0.930	0.979
AKT1	PIK3CB	9606.ENSP00000451828	9606.ENSP00000501150	0	0	0	0	0.049	0.334	0.900	0.901	0.992
ALK	GNA11	9606.ENSP00000373700	9606.ENSP00000078429	0	0	0	0	0	0	0	0.583	0.583
ALK	PIK3R2	9606.ENSP00000373700	9606.ENSP00000222254	0	0	0	0	0	0.180	0.900	0.188	0.927
ALK	CCND1	9606.ENSP00000373700	9606.ENSP00000227507	0	0	0	0	0	0	0	0.549	0.549
ALK	MLH1	9606.ENSP00000373700	9606.ENSP00000231790	0	0	0	0	0	0	0	0.552	0.552
ALK	PLCG1	9606.ENSP00000373700	9606.ENSP00000244007	0	0	0	0	0	0.594	0.900	0.484	0.977
ALK	FUS	9606.ENSP00000373700	9606.ENSP00000254108	0	0	0	0	0	0	0	0.459	0.459
ALK	KRAS	9606.ENSP00000373700	9606.ENSP00000256078	0	0	0	0	0.074	0.110	0.900	0.886	0.989
ALK	NOTCH2	9606.ENSP00000373700	9606.ENSP00000256646	0	0	0	0	0	0.098	0	0.592	0.617
ALK	MDM2	9606.ENSP00000373700	9606.ENSP00000258149	0	0	0	0	0	0.050	0	0.553	0.558
ALK	CDH1	9606.ENSP00000373700	9606.ENSP00000261769	0	0	0	0	0	0.067	0	0.434	0.449
ALK	PIK3R3	9606.ENSP00000373700	9606.ENSP00000262741	0	0	0	0	0	0.093	0.900	0.134	0.914
ALK	GAB1	9606.ENSP00000373700	9606.ENSP00000262995	0	0	0	0	0	0.303	0	0.203	0.421
ALK	MAPK3	9606.ENSP00000373700	9606.ENSP00000263025	0	0	0	0	0.056	0.110	0	0.492	0.536
ALK	PAX8	9606.ENSP00000373700	9606.ENSP00000263334	0	0	0	0	0	0	0	0.480	0.480
ALK	PIK3CA	9606.ENSP00000373700	9606.ENSP00000263967	0	0	0	0	0	0.069	0.900	0.801	0.979
ALK	STAT3	9606.ENSP00000373700	9606.ENSP00000264657	0	0	0	0	0	0.210	0.500	0.752	0.893
ALK	EGF	9606.ENSP00000373700	9606.ENSP00000265171	0	0	0	0	0	0	0	0.545	0.545
ALK	TP53	9606.ENSP00000373700	9606.ENSP00000269305	0	0	0	0	0	0	0	0.772	0.772
ALK	ERBB2	9606.ENSP00000373700	9606.ENSP00000269571	0	0	0	0.568	0	0.620	0	0.433	0.775
ALK	EGFR	9606.ENSP00000373700	9606.ENSP00000275493	0	0	0	0.566	0	0.100	0	0.473	0.505
ALK	ATM	9606.ENSP00000373700	9606.ENSP00000278616	0	0	0	0	0	0	0	0.577	0.577
ALK	MYCN	9606.ENSP00000373700	9606.ENSP00000281043	0	0	0	0	0.044	0.060	0.750	0.733	0.932
ALK	GNAQ	9606.ENSP00000373700	9606.ENSP00000286548	0	0	0	0	0	0	0	0.540	0.540
ALK	KIT	9606.ENSP00000373700	9606.ENSP00000288135	0	0	0	0.589	0	0.099	0	0.530	0.558
ALK	STAT5B	9606.ENSP00000373700	9606.ENSP00000293328	0	0	0	0	0	0.096	0	0.619	0.641
ALK	NPM1	9606.ENSP00000373700	9606.ENSP00000296930	0	0	0	0	0.067	0	0.400	0.990	0.994
ALK	IRS1	9606.ENSP00000373700	9606.ENSP00000304895	0	0	0	0	0	0.211	0.500	0.724	0.882
ALK	KIF5B	9606.ENSP00000373700	9606.ENSP00000307078	0	0	0	0	0.059	0.094	0.500	0.822	0.913
ALK	TERT	9606.ENSP00000373700	9606.ENSP00000309572	0	0	0	0	0.042	0.049	0	0.587	0.591
ALK	CD34	9606.ENSP00000373700	9606.ENSP00000310036	0	0	0	0	0	0	0	0.570	0.570
ALK	PABPC1	9606.ENSP00000373700	9606.ENSP00000313007	0	0	0	0	0	0	0	0.407	0.407
ALK	EZH2	9606.ENSP00000373700	9606.ENSP00000320147	0	0	0	0	0	0.077	0	0.476	0.496
ALK	ARID1A	9606.ENSP00000373700	9606.ENSP00000320485	0	0	0	0	0	0.056	0	0.565	0.572
